Customer_ID,Full_Name,Gender,DOB,Account_Type,Account_Status,Account_Balance,Currency,Branch_Code,Phone_Number,Email,Status,Street_Address,City,State,Zip_Code,Country,Customer_Since,Credit_Score,KYC_Verified,Risk_Level,Account_Fees,Preferred_Language
CUST100013,DavE o'connor,M,1960-09-27,currnt,closed,5041.81,USD,Ch-003,+1-359-699-2927,user13@yahoo.com,Inactive,9278 Maple Dr,miami,CA,91057,UsA,2017-07-15,784,Y,high,23.27,English
CUST100014,DavE lee,Female,1950-10-27,Checking,open,5842.47,eur,NY-001,+1-814-629-9046,user14@gmail.com,inactve,4080 Main St,los angeles,TX,85980,UsA,2009-08-17,846,Y,low,24.68,english
CUST100015,bOb SMITH,male,1983-04-25,savngs,open,5774.92,GBP,LD-005,+1-278-562-5806,user15@gmail.com,ACTIVE,5707 Sunset Blvd,New York,GA,95821,USA,2014-10-25,848,no,medium,18.78,english
CUST100016,bOb lee,F,1950-08-08,Checking,open,2854.82,eur,Ch-003,+1-974-266-1652,user16@gmial.com,Inactive,3195 Broadway,atlanta,IL,87486,USA,2013-10-13,610,N,High,6.72,english
CUST100017,ALICE doe,F,1968-08-17,savngs,Open,3992.45,usd,LD-005,+1-397-715-6429,user17@gmial.com,Inactive,541 Main St,miami,GA,18052,UsA,2017-10-01,320,No,High,8.06,spanish
CUST100018,mAry o'connor,Female,1951-09-09,savngs,CLOSED,6435.84,gbp,mi007,+1-536-212-3536,user18@protonmail.com,Inactive,4030 Elm Street,New York,TX,91249,usa,2011-05-05,313,No,Medium,7.68,english
CUST100019,bOb brown,male,1970-09-06,Checking,open,5372.22,gbp,la002,+1-957-178-4262,user19@outlok.com,actve,3527 2nd Ave,New York,TX,50990,UsA,2018-05-17,445,N,Medium,20.96,ENGLISH
CUST100020,ALICE SMITH,M,1969-01-09,currnt,CLOSED,4674.18,GBP,tx004,+1-593-597-5080,user20@outlok.com,ACTIVE,2706 Maple Dr,New York,FL,47212,United States,2008-09-19,846,N,Low,19.36,english
CUST100021,mAry brown,Male,1972-02-03,checKing,closed,7642.85,eur,tx004,+1-105-496-3893,user21@yahoo.com,inactve,2429 Main St,atlanta,FL,71794,United States,2012-12-21,748,Y,Low,1.58,spanish
CUST100022,john doe,male,1970-08-16,current,CLOSED,6217.99,usd,sf006,+1-891-485-1718,user22@protonmail.com,INACTIVE,5520 Sunset Blvd,atlanta,CA,20698,usa,2009-11-05,545,Yes,low,12.37,english
CUST100023,bOb doe,Female,1973-03-14,checKing,suspended,6619.74,usd,mi007,+1-409-287-4660,user23@yahoo.com,actve,6068 Sunset Blvd,miami,TX,75099,USA,2017-07-26,538,Yes,high,16.04,english
CUST100024,ALICE brown,F,1953-10-28,Checking,CLOSED,4669.01,usd,Ch-003,+1-448-986-9083,user24@yahoo.com,actve,6124 Sunset Blvd,houston,TX,67475,USA,2019-04-23,827,yes,low,0.39,English
CUST100025,sArAh brown,M,1961-07-31,currnt,CLOSED,5578.22,GBP,mi007,+1-334-830-8285,user25@gmial.com,actve,5772 Sunset Blvd,los angeles,CA,43274,USA,2011-05-13,665,No,High,14.84,Spanish
CUST100026,john o'connor,male,1971-03-13,savngs,Suspended,4877.85,eur,LD-005,+1-927-817-2902,user26@gmial.com,inactve,6368 2nd Ave,New York,IL,22612,United States,2021-02-12,803,N,medium,23.53,Spanish
CUST100027,bOb lee,Male,1969-02-27,savings,suspended,3447.28,usd,tx004,+1-203-268-3280,user27@gmail.com,inactve,8373 Elm Street,atlanta,CA,65405,UsA,2010-04-12,657,N,high,1.18,ENGLISH
CUST100028,john JOHNSON,Male,1967-08-08,current,Open,5295.42,usd,Ch-003,+1-235-858-1387,user28@gmail.com,INACTIVE,8256 Elm Street,los angeles,IL,78964,usa,2018-08-02,832,Y,medium,4.28,Spanish
CUST100029,john lee,FEMALE,1950-10-02,checKing,CLOSED,4913.58,eur,mi007,+1-548-608-7007,user29@gmail.com,actve,6400 Elm Street,miami,GA,65373,UsA,2018-03-28,325,Yes,medium,2.58,Spanish
CUST100030,ALICE o'connor,FEMALE,1979-09-06,currnt,open,4888.53,eur,sf006,+1-913-815-8044,user30@gmial.com,actve,7351 Broadway,miami,GA,73959,USA,2014-05-21,474,yes,low,9.23,Spanish
CUST100031,sArAh brown,Female,1982-01-16,current,Suspended,6486.07,gbp,mi007,+1-121-825-9604,user31@gmial.com,INACTIVE,3698 2nd Ave,atlanta,GA,47058,UsA,2018-11-22,799,no,low,9.24,english
CUST100032,sArAh SMITH,male,1973-03-16,savings,CLOSED,4833.86,USD,tx004,+1-810-477-9904,user32@protonmail.com,active,9836 2nd Ave,los angeles,NY,46406,usa,2015-10-28,658,Yes,High,23.89,Spanish
CUST100033,DavE doe,male,1963-04-16,savings,Suspended,5105.09,USD,mi007,+1-208-528-8760,user33@gmail.com,inactve,9969 Broadway,atlanta,TX,78876,United States,2014-12-28,317,Yes,Low,20.01,english
CUST100034,john o'connor,F,1985-05-16,savings,Open,5178.15,usd,sf006,+1-134-385-8148,user34@gmail.com,Inactive,4839 2nd Ave,New York,FL,84069,UsA,2019-12-20,724,Y,Low,15.93,english
CUST100035,mAry brown,F,1954-03-15,checKing,Suspended,5754.03,eur,tx004,+1-670-818-7918,user35@gmial.com,ACTIVE,1273 Main St,los angeles,GA,91200,UsA,2006-09-15,515,No,Low,16.06,Spanish
CUST100036,john SMITH,F,1960-09-10,Checking,open,5447.04,gbp,NY-001,+1-168-166-2429,user36@gmial.com,ACTIVE,9575 Sunset Blvd,New York,NY,61702,usa,2016-05-29,535,N,medium,16.66,english
CUST100037,john JOHNSON,FEMALE,1973-01-18,current,CLOSED,6030.48,GBP,mi007,+1-369-998-6859,user37@protonmail.com,ACTIVE,5852 Main St,atlanta,IL,25596,usa,2022-11-26,575,Y,low,4.27,Spanish
CUST100038,ALICE JOHNSON,male,1980-02-12,Checking,open,3075.25,USD,mi007,+1-586-510-9308,user38@gmial.com,INACTIVE,8939 Broadway,New York,FL,54068,USA,2018-12-07,764,no,high,8.86,English
CUST100039,DavE brown,male,1962-02-19,savings,closed,5216.34,USD,mi007,+1-349-996-3253,user39@yahoo.com,actve,8430 Elm Street,CHICAGO,GA,23513,usa,2006-09-10,768,No,Low,16.16,English
CUST100040,mAry brown,Male,1965-01-03,currnt,Suspended,4831.83,eur,Ch-003,+1-223-124-3654,user40@protonmail.com,INACTIVE,7389 Broadway,houston,GA,96148,United States,2016-07-06,541,Y,low,0.84,Spanish
CUST100041,ALICE SMITH,FEMALE,1973-08-20,savings,Suspended,3025.56,GBP,sf006,+1-188-684-4060,user41@gmail.com,inactve,7307 Broadway,atlanta,NY,95684,USA,2005-05-19,413,Yes,High,12.25,ENGLISH
CUST100042,DavE brown,M,1962-08-07,Checking,Suspended,2835.81,USD,sf006,+1-780-301-8308,user42@yahoo.com,active,3160 Broadway,atlanta,FL,66657,UsA,2022-04-27,365,Y,low,20.92,english
CUST100043,DavE o'connor,FEMALE,1973-02-28,savings,suspended,4058.16,gbp,tx004,+1-775-659-7116,user43@outlok.com,active,347 Sunset Blvd,CHICAGO,FL,11861,USA,2016-12-25,528,No,Medium,13.63,Spanish
CUST100044,DavE doe,M,1975-10-11,savings,Open,4022.26,USD,sf006,+1-670-369-8829,user44@gmail.com,INACTIVE,9371 Elm Street,houston,GA,12276,UsA,2016-10-03,598,yes,low,21.63,english
CUST100045,sArAh o'connor,Male,1951-10-29,Checking,suspended,4641.15,eur,Ch-003,+1-168-908-4039,user45@outlok.com,ACTIVE,8001 2nd Ave,los angeles,TX,82947,usa,2008-07-28,718,yes,Medium,18.66,Spanish
CUST100046,mAry lee,Female,1965-03-05,Checking,open,5192.24,eur,NY-001,+1-696-523-2898,user46@yahoo.com,Inactive,8451 2nd Ave,atlanta,IL,11541,USA,2021-07-13,531,no,high,13.47,ENGLISH
CUST100047,DavE SMITH,male,1987-03-11,currnt,closed,5741.14,GBP,Ch-003,+1-673-140-4805,user47@protonmail.com,Inactive,9995 Maple Dr,los angeles,GA,43384,United States,2020-02-22,781,Y,Medium,9.42,english
CUST100048,mAry JOHNSON,Male,1995-10-30,Checking,Open,3142.87,USD,mi007,+1-307-250-5920,user48@gmial.com,Inactive,8593 2nd Ave,miami,GA,47247,USA,2005-08-09,739,Yes,Medium,16.4,spanish
CUST100049,bOb brown,male,1950-05-22,currnt,Open,3644.93,GBP,NY-001,+1-236-864-7401,user49@outlok.com,Inactive,298 Sunset Blvd,houston,FL,36693,United States,2021-05-30,651,N,Medium,12.44,English
CUST100050,DavE o'connor,F,1998-07-21,savngs,CLOSED,3695.75,USD,mi007,+1-111-480-1982,user50@yahoo.com,active,1266 Broadway,atlanta,TX,57673,USA,2006-12-02,565,no,Medium,24.86,spanish
CUST100051,sArAh SMITH,Female,1960-07-25,savngs,closed,4821.56,usd,tx004,+1-622-907-1199,user51@gmial.com,active,9971 Broadway,New York,NY,80213,usa,2015-10-07,625,no,low,15.26,Spanish
CUST100052,DavE brown,Female,2000-08-08,Checking,Suspended,5042.11,USD,sf006,+1-215-637-5356,user52@gmial.com,inactve,7180 Elm Street,houston,IL,39892,UsA,2011-07-13,760,no,Medium,6.29,ENGLISH
CUST100053,john SMITH,Male,1984-12-27,savings,suspended,6498.62,eur,sf006,+1-699-643-1145,user53@yahoo.com,active,9742 Sunset Blvd,atlanta,TX,55005,USA,2005-12-17,625,No,Low,24.07,ENGLISH
CUST100054,john brown,Female,1992-09-02,current,Suspended,3624.41,eur,tx004,+1-410-930-3245,user54@gmail.com,inactve,8662 Elm Street,New York,FL,23898,UsA,2010-06-03,844,N,medium,7.18,Spanish
CUST100055,bOb brown,M,1978-03-22,savings,CLOSED,6162.96,usd,tx004,+1-427-349-8870,user55@yahoo.com,inactve,6722 Sunset Blvd,New York,CA,10247,UsA,2010-07-18,785,yes,High,22.27,english
CUST100056,john SMITH,Female,1986-09-08,Checking,suspended,2778.58,USD,NY-001,+1-920-318-4091,user56@yahoo.com,INACTIVE,390 Maple Dr,miami,GA,16191,UsA,2009-10-20,810,No,High,12.3,ENGLISH
CUST100057,sArAh o'connor,male,1966-02-20,currnt,Suspended,5028.83,USD,la002,+1-779-586-8836,user57@gmail.com,actve,4889 Elm Street,houston,NY,64632,USA,2015-05-26,518,yes,High,17.62,English
CUST100058,ALICE SMITH,male,1988-10-11,savings,open,5827.4,eur,NY-001,+1-590-319-2622,user58@protonmail.com,active,6973 2nd Ave,New York,GA,97719,UsA,2009-06-04,444,Y,Medium,5.04,spanish
CUST100059,DavE JOHNSON,male,1991-12-12,savngs,Suspended,5950.09,usd,NY-001,+1-276-497-9870,user59@protonmail.com,Inactive,5332 Sunset Blvd,miami,NY,71757,USA,2006-08-10,313,N,high,13.98,English
CUST100060,bOb o'connor,male,1977-07-23,checKing,suspended,7537.04,eur,mi007,+1-979-923-2161,user60@outlok.com,ACTIVE,6279 Sunset Blvd,New York,FL,14379,United States,2014-03-15,711,No,medium,5.03,ENGLISH
CUST100061,bOb SMITH,M,1978-01-25,Checking,open,8566.7,usd,sf006,+1-249-783-3080,user61@gmail.com,inactve,7763 Main St,los angeles,CA,68527,UsA,2018-08-21,371,Yes,High,5.94,english
CUST100062,ALICE SMITH,FEMALE,1992-02-10,savings,CLOSED,5608.1,eur,LD-005,+1-978-622-3382,user62@gmial.com,ACTIVE,3527 2nd Ave,atlanta,GA,92226,United States,2022-04-05,596,Y,High,4.04,spanish
CUST100063,mAry o'connor,F,1952-03-09,checKing,CLOSED,3022.7,gbp,tx004,+1-981-878-2114,user63@outlok.com,Inactive,7431 Main St,houston,TX,66578,UsA,2017-12-02,492,No,Low,11.23,ENGLISH
CUST100064,sArAh lee,Male,2001-01-04,savings,open,10713.75,USD,tx004,+1-589-625-2189,user64@yahoo.com,inactve,8853 Sunset Blvd,atlanta,FL,13209,USA,2007-10-02,353,Yes,low,12.87,ENGLISH
CUST100065,ALICE o'connor,male,1959-08-28,currnt,suspended,6713.15,GBP,mi007,+1-679-268-5047,user65@gmail.com,inactve,8416 Maple Dr,CHICAGO,TX,42288,USA,2008-11-09,500,Y,High,6.57,Spanish
CUST100066,sArAh JOHNSON,Female,1991-12-27,currnt,suspended,6545.47,gbp,LD-005,+1-741-871-7774,user66@outlok.com,INACTIVE,5943 Broadway,New York,IL,99905,United States,2022-10-19,687,Y,medium,15.34,English
CUST100067,sArAh JOHNSON,male,1963-01-31,currnt,Suspended,4359.3,eur,sf006,+1-959-740-6926,user67@gmail.com,active,7505 Elm Street,atlanta,TX,44777,United States,2016-06-09,624,Yes,low,6.78,spanish
CUST100068,ALICE SMITH,Female,1961-04-27,checKing,CLOSED,4817.17,usd,la002,+1-330-947-5300,user68@outlok.com,actve,975 Broadway,houston,IL,58015,usa,2022-11-13,540,N,low,13.04,english
CUST100069,mAry lee,F,1996-07-13,current,CLOSED,3761.93,GBP,Ch-003,+1-516-161-8075,user69@yahoo.com,ACTIVE,9146 Main St,miami,NY,39111,usa,2018-03-21,340,N,high,17.14,Spanish
CUST100070,bOb doe,F,1991-03-31,checKing,open,6008.71,usd,tx004,+1-143-991-6250,user70@gmail.com,INACTIVE,2265 Main St,CHICAGO,CA,12548,usa,2008-04-18,805,Yes,Low,1.5,english
CUST100071,john doe,F,1979-06-27,Checking,CLOSED,4304.67,usd,tx004,+1-899-504-1453,user71@protonmail.com,INACTIVE,8056 Elm Street,miami,CA,14130,UsA,2014-01-04,785,no,medium,21.5,English
CUST100072,mAry o'connor,Female,1981-05-25,Checking,Suspended,6077.85,USD,NY-001,+1-297-787-7122,user72@protonmail.com,Inactive,2178 Main St,New York,GA,95834,United States,2013-05-04,514,No,High,8.94,English
CUST100073,mAry o'connor,male,1981-07-21,savngs,CLOSED,3890.29,eur,la002,+1-500-560-4681,user73@outlok.com,actve,4230 Maple Dr,CHICAGO,FL,70041,usa,2020-05-16,486,N,Low,12.92,spanish
CUST100074,bOb lee,F,1991-11-18,savngs,open,6425.66,USD,la002,+1-866-230-8853,user74@gmail.com,INACTIVE,9691 Main St,atlanta,TX,93449,United States,2015-10-08,685,yes,high,11.15,spanish
CUST100075,john JOHNSON,M,1981-12-10,Checking,Suspended,5424.19,usd,sf006,+1-729-909-9348,user75@gmail.com,INACTIVE,7681 Elm Street,New York,TX,34811,usa,2005-03-09,494,N,medium,23.74,english
CUST100076,bOb lee,Female,1975-07-22,savings,closed,6907.34,USD,la002,+1-516-761-3576,user76@outlok.com,actve,3510 Broadway,miami,TX,46803,United States,2014-02-26,327,Yes,high,4.75,spanish
CUST100077,bOb lee,Female,2000-01-24,Checking,open,8167.2,gbp,la002,+1-347-713-9540,user77@gmail.com,INACTIVE,441 Sunset Blvd,CHICAGO,NY,21488,United States,2014-11-21,551,yes,high,15.67,spanish
CUST100078,ALICE lee,male,1950-12-21,current,closed,5424.92,usd,LD-005,+1-394-609-2229,user78@gmial.com,active,6635 Elm Street,New York,GA,57139,usa,2013-01-26,415,N,Medium,20.71,Spanish
CUST100079,john o'connor,Female,1991-04-15,savngs,CLOSED,7047.76,usd,NY-001,+1-543-714-1506,user79@outlok.com,INACTIVE,8832 Elm Street,CHICAGO,IL,30315,UsA,2005-04-01,500,no,medium,10.71,English
CUST100080,DavE doe,Female,1951-10-02,savngs,Suspended,7054.85,gbp,mi007,+1-527-167-2390,user80@outlok.com,inactve,7964 Maple Dr,atlanta,IL,72898,usa,2006-01-04,523,N,low,8.38,ENGLISH
CUST100081,DavE lee,F,1966-11-18,checKing,CLOSED,4968.13,usd,sf006,+1-821-895-3384,user81@gmail.com,Inactive,3215 Broadway,houston,IL,46208,United States,2019-01-21,479,yes,High,2.81,english
CUST100082,ALICE o'connor,male,1979-03-01,savngs,Suspended,5390.2,GBP,mi007,+1-891-756-1654,user82@protonmail.com,actve,2848 Main St,houston,TX,97011,USA,2012-05-03,793,Yes,Low,18.02,english
CUST100083,ALICE doe,F,1988-01-15,Checking,Open,5406.92,GBP,LD-005,+1-478-384-7443,user83@outlok.com,actve,2541 Elm Street,los angeles,NY,30164,UsA,2019-07-28,373,N,medium,19.65,spanish
CUST100084,ALICE JOHNSON,F,1956-03-25,savngs,CLOSED,4345.52,eur,LD-005,+1-387-575-6594,user84@protonmail.com,ACTIVE,4284 Elm Street,CHICAGO,FL,21139,UsA,2021-09-20,796,No,medium,7.84,Spanish
CUST100085,mAry JOHNSON,male,2001-07-16,savngs,CLOSED,4359.45,eur,Ch-003,+1-410-956-9770,user85@outlok.com,Inactive,313 Sunset Blvd,New York,TX,28538,USA,2014-08-21,471,yes,Low,19.4,ENGLISH
CUST100086,john o'connor,Male,1976-08-22,checKing,CLOSED,6837.04,USD,NY-001,+1-719-434-6048,user86@yahoo.com,INACTIVE,7926 2nd Ave,los angeles,FL,80440,usa,2009-04-01,739,Y,medium,2.49,Spanish
CUST100087,DavE brown,F,1958-12-10,Checking,suspended,3934.6,USD,la002,+1-975-581-9379,user87@protonmail.com,Inactive,1758 Broadway,New York,IL,25916,United States,2009-04-23,447,N,medium,10.76,english
CUST100088,sArAh SMITH,M,1971-09-20,savings,open,4775.96,gbp,sf006,+1-599-495-3248,user88@outlok.com,actve,8026 Main St,miami,GA,42211,usa,2015-04-25,488,yes,Low,6.92,spanish
CUST100089,sArAh doe,M,1983-01-06,savngs,suspended,4510.0,gbp,NY-001,+1-580-445-2490,user89@gmial.com,inactve,8970 Sunset Blvd,miami,NY,36320,United States,2014-11-07,820,no,medium,6.89,English
CUST100090,DavE brown,Female,1995-10-16,savngs,Suspended,5690.42,usd,la002,+1-808-601-6610,user90@gmial.com,Inactive,106 Main St,CHICAGO,CA,17753,USA,2007-04-05,580,no,low,23.26,Spanish
CUST100091,DavE lee,M,1998-02-27,savngs,Suspended,8450.61,eur,Ch-003,+1-645-629-2031,user91@gmial.com,Inactive,1207 2nd Ave,miami,FL,89834,United States,2013-07-15,564,Yes,Low,19.41,ENGLISH
CUST100092,sArAh SMITH,Female,1950-05-25,current,Suspended,4715.85,eur,tx004,+1-357-744-5394,user92@gmail.com,ACTIVE,1049 2nd Ave,houston,NY,48788,United States,2009-01-09,536,No,Low,19.15,english
CUST100093,mAry brown,Male,1958-02-11,Checking,open,2837.79,eur,LD-005,+1-377-995-5734,user93@yahoo.com,ACTIVE,6613 Maple Dr,CHICAGO,IL,41590,usa,2005-11-10,696,yes,High,12.33,Spanish
CUST100094,mAry lee,male,1969-12-16,savngs,Suspended,5159.28,eur,Ch-003,+1-708-625-4732,user94@gmial.com,INACTIVE,3045 Broadway,New York,NY,78899,United States,2009-04-19,440,N,medium,15.54,ENGLISH
CUST100095,sArAh doe,male,2002-07-19,current,suspended,3540.75,USD,LD-005,+1-420-431-4922,user95@protonmail.com,ACTIVE,1279 Sunset Blvd,houston,FL,17179,usa,2015-10-13,514,Yes,High,19.65,english
CUST100096,sArAh brown,male,1968-06-22,savings,suspended,5385.48,GBP,sf006,+1-679-295-6710,user96@outlok.com,INACTIVE,6568 Broadway,los angeles,NY,25697,usa,2005-04-16,582,No,High,6.67,ENGLISH
CUST100097,bOb doe,M,1985-12-01,savings,CLOSED,3857.03,gbp,la002,+1-413-296-6488,user97@gmial.com,INACTIVE,4239 2nd Ave,los angeles,FL,81911,UsA,2020-03-01,714,no,High,7.28,Spanish
CUST100098,john brown,Male,1989-04-05,checKing,closed,5244.62,gbp,sf006,+1-630-792-7742,user98@gmial.com,inactve,7203 Main St,los angeles,TX,17193,USA,2012-03-07,363,yes,Medium,22.09,spanish
CUST100099,ALICE SMITH,M,1994-08-05,checKing,Open,3209.51,eur,la002,+1-385-370-7944,user99@protonmail.com,inactve,6527 Maple Dr,miami,CA,80801,usa,2020-09-03,611,Yes,high,5.72,Spanish
CUST100100,john SMITH,M,1953-04-21,checKing,Suspended,4601.28,eur,mi007,+1-785-774-4085,user100@gmial.com,Inactive,6986 Elm Street,CHICAGO,GA,74423,USA,2005-10-04,575,yes,low,17.0,spanish
CUST100101,sArAh doe,Male,1958-12-19,current,open,3510.66,USD,Ch-003,+1-886-727-3281,user101@gmail.com,inactve,8020 Main St,CHICAGO,GA,56110,UsA,2012-09-24,392,yes,medium,22.97,Spanish
CUST100102,john o'connor,Male,1990-06-29,savings,open,6879.86,USD,tx004,+1-921-888-5833,user102@gmail.com,ACTIVE,578 Maple Dr,houston,FL,34758,usa,2008-12-03,412,Y,High,23.81,ENGLISH
CUST100103,bOb doe,Male,1971-06-12,checKing,Suspended,3913.71,gbp,tx004,+1-294-803-6922,user103@protonmail.com,inactve,9490 2nd Ave,los angeles,GA,69498,USA,2008-10-05,497,no,low,7.58,ENGLISH
CUST100104,sArAh SMITH,Male,1967-04-29,currnt,closed,5831.65,eur,LD-005,+1-829-655-6261,user104@yahoo.com,Inactive,5778 2nd Ave,los angeles,CA,48965,UsA,2022-05-25,368,N,Medium,23.75,Spanish
CUST100105,mAry o'connor,male,1961-11-21,checKing,suspended,5268.59,eur,la002,+1-309-917-8580,user105@gmail.com,actve,7357 Elm Street,houston,IL,24001,UsA,2008-07-07,654,No,Medium,3.45,english
CUST100106,bOb lee,FEMALE,1991-08-16,savings,Suspended,5298.37,gbp,la002,+1-695-632-3841,user106@gmial.com,active,6986 Elm Street,houston,GA,32809,United States,2013-04-11,439,no,medium,6.06,spanish
CUST100107,mAry brown,FEMALE,1992-05-24,currnt,open,5559.5,USD,tx004,+1-220-841-5775,user107@gmial.com,inactve,2314 Sunset Blvd,atlanta,GA,64756,United States,2006-04-26,767,Yes,medium,10.04,English
CUST100108,sArAh lee,Male,1988-11-03,current,Open,5904.47,gbp,mi007,+1-753-352-4370,user108@outlok.com,actve,508 Broadway,New York,IL,12334,USA,2007-09-09,651,N,high,18.99,english
CUST100109,bOb SMITH,FEMALE,1958-05-22,currnt,closed,6959.28,USD,la002,+1-712-908-6527,user109@outlok.com,Inactive,4162 Main St,los angeles,GA,13220,usa,2017-09-25,665,no,high,2.24,ENGLISH
CUST100110,sArAh o'connor,FEMALE,1955-05-02,savings,Suspended,6400.01,USD,sf006,+1-287-763-9142,user110@gmail.com,actve,3258 Main St,los angeles,TX,31158,United States,2013-09-04,745,Yes,Medium,5.56,ENGLISH
CUST100111,DavE SMITH,Male,1968-10-11,savngs,Open,7289.07,USD,la002,+1-483-351-7416,user111@outlok.com,actve,184 Main St,CHICAGO,NY,65520,usa,2009-06-25,674,no,Low,11.92,spanish
CUST100112,DavE brown,FEMALE,1997-08-14,currnt,Suspended,3403.97,eur,Ch-003,+1-595-834-5435,user112@protonmail.com,actve,6428 Main St,los angeles,IL,92912,United States,2019-01-22,546,Yes,High,1.87,English
CUST100113,bOb o'connor,M,1996-12-25,savings,closed,2987.89,gbp,tx004,+1-681-570-9804,user113@yahoo.com,INACTIVE,8699 2nd Ave,atlanta,CA,67590,United States,2013-12-25,812,Yes,medium,8.82,English
CUST100114,DavE brown,Female,1956-09-13,checKing,open,7485.76,USD,mi007,+1-449-249-5173,user114@outlok.com,ACTIVE,3024 Main St,New York,TX,44929,USA,2010-08-25,543,yes,medium,15.36,spanish
CUST100115,bOb lee,Female,1965-10-12,savngs,suspended,5843.73,GBP,tx004,+1-720-173-5137,user115@outlok.com,inactve,5515 2nd Ave,houston,NY,54892,United States,2014-01-05,381,Y,high,19.32,English
CUST100116,bOb doe,Male,1954-06-14,current,suspended,3403.98,USD,sf006,+1-227-485-7440,user116@gmail.com,actve,9418 Main St,atlanta,FL,99607,UsA,2005-09-05,405,N,High,12.52,Spanish
CUST100117,mAry SMITH,male,1965-08-09,current,closed,4580.68,USD,mi007,+1-103-168-4095,user117@gmail.com,Inactive,1073 Maple Dr,miami,CA,77233,United States,2017-08-31,405,Y,medium,11.21,ENGLISH
CUST100118,john brown,Male,1950-03-10,Checking,CLOSED,5805.53,USD,sf006,+1-931-360-9110,user118@gmial.com,active,4936 Main St,atlanta,NY,60587,United States,2021-03-25,792,yes,high,8.3,English
CUST100119,john lee,male,2000-11-04,current,suspended,4929.42,usd,NY-001,+1-565-663-5539,user119@yahoo.com,INACTIVE,6378 Maple Dr,los angeles,FL,19649,USA,2018-12-02,625,Y,Low,9.21,Spanish
CUST100120,sArAh SMITH,Female,1986-08-12,Checking,Suspended,5918.62,GBP,sf006,+1-623-681-7889,user120@gmial.com,active,4487 2nd Ave,New York,NY,78434,USA,2007-03-04,363,N,High,13.49,Spanish
CUST100121,sArAh SMITH,Male,1988-05-03,current,Open,3238.09,eur,tx004,+1-303-372-1835,user121@yahoo.com,active,717 Broadway,New York,GA,84684,UsA,2017-07-23,330,No,High,9.9,ENGLISH
